rank,lemma,pos
2126,depression,
2127,guilty,
2128,underlie,
2129,mom,
2130,distinction,
2131,satisfaction,
2132,incorporate,
2133,pour,
2134,sweep,
2135,obligation,
2136,sir,
2137,evaluate,
2138,anger,
2139,pub,
2140,perception,
2141,naturally,
2142,currency,
2143,database,
2144,initially,
2145,territory,
2146,stream,
2147,rarely,
2148,height,
2149,apparent,
2150,western,
2151,expansion,
2152,constantly,
2153,muscle,
2154,scare,
2155,badly,
2156,everyday,
2157,boundary,
2158,ratio,
2159,essay,
2160,scream,
2161,withdraw,
2162,pollution,
2163,disorder,
2164,furniture,
2165,symbol,
2166,apartment,
2167,demonstration,
2168,analyst,
2169,platform,
2170,steel,
2171,cake,
2172,transform,
2173,wound,
2174,restriction,
2175,foundation,
2176,designer,
2177,strain,
2178,innovation,
2179,album,
2180,singer,
2181,trail,
2182,trap,
2183,loose,
2184,extension,
2185,wealth,
2186,gradually,
2187,tank,
2188,evil,
2189,remarkable,
2190,tune,
2191,grass,
2192,invitation,
2193,transition,
2194,frighten,
2195,bid,
2196,breed,
2197,extraordinary,
2198,brilliant,
2199,adviser,
2200,stem,
2201,reverse,
2202,mode,
2203,mirror,
2204,awful,
2205,pose,
2206,adjust,
2207,creative,
2208,nowadays,
2209,poem,
2210,agricultural,
2211,competitor,
2212,alcohol,
2213,festival,
2214,vegetable,
2215,van,
2216,confident,
2217,planet,
2218,curve,
2219,knee,
2220,overcome,
2221,web,
2222,depth,
2223,entrance,
2224,log,
2225,giant,
2226,god,
2227,portion,
2228,substance,
2229,extensive,
2230,interpret,
2231,independence,
2232,sugar,
2233,inner,
2234,harm,
2235,consult,
2236,pink,
2237,shadow,
2238,strip,
2239,smooth,
2240,intervention,
2241,impress,
2242,exam,
2243,vice,
2244,radical,
2245,similarly,
2246,behave,
2247,loud,
2248,dimension,
2249,subsequent,
2250,infection,
2251,jacket,
2252,efficiency,
2253,dirty,
2254,statistic,
2255,regularly,
2256,resort,
2257,iron,
2258,broadcast,
2259,membership,
2260,bread,
2261,blind,
2262,pure,
2263,bloody,
2264,ally,
2265,quantity,
2266,bend,
2267,mature,
2268,briefly,
2269,alarm,
2270,disturb,
2271,sustain,
2272,flood,
2273,poverty,
2274,crazy,
2275,cite,
2276,newly,
2277,parallel,
2278,gender,
2279,sponsor,
2280,boot,
2281,accurate,
2282,dealer,
2283,button,
2284,burden,
2285,desert,
2286,mate,
2287,occasionally,
2288,shareholder,
2289,bowl,
2290,discovery,
2291,resistance,
2292,bath,
2293,frequency,
2294,criticize,
2295,tap,
2296,philosophy,
2297,lip,
2298,attribute,
2299,apologize,
2300,approval,
2301,grab,
2302,entitle,
2303,lend,
2304,involvement,
2305,exposure,
2306,conventional,
2307,digital,
2308,translate,
2309,edit,
2310,formation,
2311,deposit,
2312,pleasant,
2313,overseas,
2314,advocate,
2315,establishment,
2316,summary,
2317,rough,
2318,pen,
2319,recovery,
2320,seal,
2321,tube,
2322,tower,
2323,characterize,
2324,specify,
2325,exact,
2326,spin,
2327,operator,
2328,infant,
2329,dig,
2330,drag,
2331,mount,
2332,wrap,
2333,anticipate,
2334,dependent,
2335,specialize,
2336,angle,
2337,chicken,
2338,anxiety,
2339,virus,
2340,precisely,
2341,rival,
2342,offense,
2343,detect,
2344,teenager,
2345,admire,
2346,moderate,
2347,surgery,
2348,musician,
2349,significance,
2350,shower,
2351,illegal,
2352,charity,
2353,universal,
2354,cigarette,
2355,constitute,
2356,adequate,
2357,consultant,
2358,historian,
2359,cousin,
2360,visual,
2361,stupid,
2362,keen,
2363,ethnic,
2364,twin,
2365,clinical,
2366,eastern,
2367,forecast,
2368,segment,
2369,custom,
2370,adapt,
2371,sand,
2372,cap,
2373,prompt,
2374,charm,
2375,react,
2376,lecture,
2377,venture,
2378,compound,
2379,rescue,
2380,mess,
2381,preference,
2382,comprehensive,
2383,incentive,
2384,league,
2385,dialog,
2386,cream,
2387,rapid,
2388,cancel,
2389,regret,
2390,dismiss,
2391,margin,
2392,beneath,
2393,opponent,
2394,resist,
2395,capability,
2396,absolute,
2397,correspond,
2398,stroke,
2399,dare,
2400,barrier,
2401,rid,
2402,divorce,
2403,ruin,
2404,bury,
2405,counsel,
2406,tendency,
2407,frequent,
2408,motor,
2409,survival,
2410,counter,
2411,possess,
2412,permission,
2413,valley,
2414,float,
2415,mad,
2416,greatly,
2417,visible,
2418,electric,
2419,impressive,
2420,evolution,
2421,awareness,
2422,violent,
2423,slave,
2424,wealthy,
2425,architecture,
2426,acceptable,
2427,journal,
2428,coal,
2429,measurement,
2430,random,
2431,successfully,
2432,depress,
2433,illustration,
2434,burst,
2435,privilege,
2436,buyer,
2437,mutual,
2438,rail,
2439,motivate,
2440,laboratory,
2441,mortgage,
2442,promotion,
2443,passion,
2444,champion,
2445,fulfill,
2446,dust,
2447,dedicate,
2448,roughly,
2449,skirt,
2450,province,
2451,march,
2452,evaluation,
2453,compromise,
2454,accomplish,
2455,weakness,
2456,announcement,
2457,salt,
2458,glance,
2459,opera,
2460,contest,
2461,brush,
2462,embarrass,
2463,gallery,
2464,genetic,
2465,aggressive,
2466,chest,
2467,format,
2468,literary,
2469,govern,
2470,embrace,
2471,praise,
2472,silent,
2473,pump,
2474,publisher,
2475,celebration,
2476,golf,
2477,compensation,
2478,classical,
2479,weigh,
2480,versus,
2481,deficit,
2482,modify,
2483,flash,
2484,friendship,
2485,profession,
2486,literally,
2487,equation,
2488,gesture,
2489,entertain,
2490,fantastic,
2491,assign,
2492,inflation,
2493,historic,
2494,injure,
2495,remote,
2496,therapy,
2497,orange,
2498,twist,
2499,personnel,
2500,imagination,
2501,disagree,
2502,throat,
2503,insight,
2504,tackle,
2505,forever,
2506,exceed,
2507,expenditure,
2508,joy,
2509,pregnant,
2510,reliable,
2511,gear,
2512,poet,
2513,fortune,
2514,ceremony,
2515,pile,
2516,pig,
2517,mixture,
2518,automatically,
2519,scholar,
2520,psychological,
2521,dramatically,
2522,stake,
2523,creature,
2524,partnership,
2525,participation,
2526,clause,
2527,penalty,
2528,chamber,
2529,fancy,
2530,poetry,
2531,chat,
2532,clothing,
2533,evolve,
2534,sake,
2535,shelf,
2536,boost,
2537,tail,
2538,possession,
2539,abortion,
2540,curious,
2541,wooden,
2542,boom,
2543,tale,
2544,democratic,
2545,maintenance,
2546,consequently,
2547,pot,
2548,cow,
2549,strengthen,
2550,whilst,
2551,constraint,
2552,fold,
2553,bin,
2554,undergo,
2555,potentially,
2556,scope,
2557,pretend,
2558,diversity,
2559,allege,
2560,pride,
2561,intense,
2562,inquiry,
2563,resign,
2564,craft,
2565,strict,
2566,concrete,
2567,shell,
2568,damn,
2569,distinct,
2570,humor,
2571,limitation,
2572,indication,
2573,stability,
2574,wise,
2575,neglect,
2576,compose,
2577,jail,
2578,shelter,
2579,mere,
2580,carbon,
2581,regulate,
2582,cheese,
2583,trigger,
2584,pipe,
2585,destruction,
2586,guitar,
2587,flag,
2588,piano,
2589,magic,
2590,mystery,
2591,ski,
2592,whisper,
2593,rear,
2594,menu,
2595,species,
2596,moon,
2597,presumably,
2598,bless,
2599,airline,
2600,amendment,
2601,grandmother,
2602,jury,
2603,cooperation,
2604,civilian,
2605,composition,
2606,coin,
2607,regardless,
2608,scan,
2609,bunch,
2610,racial,
2611,greet,
2612,hopefully,
2613,sanction,
2614,trick,
2615,paragraph,
2616,maker,
2617,chocolate,
2618,stimulate,
2619,belt,
2620,potato,
2621,narrative,
2622,tissue,
2623,barely,
2624,invent,
2625,tourism,
2626,pro,
2627,stair,
2628,hesitate,
2629,shine,
2630,motivation,
2631,romantic,
2632,firmly,
2633,interior,
2634,stomach,
2635,nowhere,
2636,pray,
2637,championship,
2638,servant,
2639,immigrant,
2640,excess,
2641,complexity,
2642,liability,
2643,surprisingly,
2644,extract,
2645,implementation,
2646,bias,
2647,differently,
2648,catalog,
2649,continuous,
2650,golden,
2651,stamp,
2652,guideline,
2653,envelope,
2654,knife,
2655,biological,
2656,consume,
2657,luxury,
2658,weekly,
2659,wherever,
2660,bite,
2661,printer,
2662,firstly,
2663,anxious,
2664,adventure,
2665,fence,
2666,exhaust,
2667,attraction,
2668,ocean,
2669,quietly,
2670,castle,
2671,veteran,
2672,reflection,
2673,nerve,
2674,determination,
2675,altogether,
2676,fiction,
2677,carpet,
2678,cluster,
2679,confusion,
2680,hurry,
2681,logic,
2682,controversial,
2683,raw,
2684,grammar,
2685,revise,
2686,hint,
2687,hook,
2688,bell,
2689,liquid,
2690,panic,
2691,uncle,
2692,rice,
2693,slope,
2694,happiness,
2695,genuine,
2696,vessel,
2697,verb,
2698,reckon,
2699,silly,
2700,transportation,
2701,harbor,
2702,comedy,
2703,chase,
2704,storage,
2705,universe,
2706,horrible,
2707,sheep,
2708,lover,
2709,rat,
2710,portrait,
2711,innocent,
2712,substitute,
2713,supplement,
2714,adjustment,
2715,reasonably,
2716,filter,
2717,flexible,
2718,abstract,
2719,tent,
2720,precise,
2721,distant,
2722,stranger,
2723,shade,
2724,grain,
2725,situate,
2726,summarize,
2727,leap,
2728,snap,
2729,probability,
2730,leather,
2731,uncertainty,
2732,swear,
2733,refugee,
2734,shore,
2735,monthly,
2736,comprise,
2737,stir,
2738,excitement,
2739,sigh,
2740,pregnancy,
2741,experimental,
2742,institutional,
2743,slice,
2744,wander,
2745,empire,
2746,subsequently,
2747,gentle,
2748,attendance,
2749,ownership,
2750,qualification,
2751,suspend,
2752,functional,
2753,voluntary,
2754,pale,
2755,stain,
2756,athlete,
2757,organic,
2758,tongue,
2759,server,
2760,structural,
2761,fool,
2762,alongside,
2763,unite,
2764,gently,
2765,compute,
2766,wipe,
2767,weird,
2768,gaze,
2769,fade,
2770,cough,
2771,hypothesis,
2772,royal,
2773,theoretical,
2774,curtain,
2775,mayor,
2776,darkness,
2777,aunt,
2778,tournament,
2779,registration,
2780,fragment,
2781,listener,
2782,tender,
2783,density,
2784,ugly,
2785,module,
2786,faithfully,
2787,autumn,
2788,cheek,
2789,attachment,
2790,holder,
2791,grin,
2792,noun,
2793,fortunate,
2794,alright,
2795,lazy,
2796,hello,
2797,hunger,
2798,insure,
2799,ashamed,
2800,found,
2801,thirst,
